hex,type,flight,r,t,alt_baro,gs,track,baro_rate,lat,lon,nic,rc,seen_pos,mlat,tisb,messages,seen,rssi,is_spoofed
800d10,adsb_icao,IGO5037 ,VT-IZE,A20N,8900,317.2,115.19,1536,28.231934,77.291142,8,186,0.163,[],[],3128970,0.2,-4.5,False
800bea,adsb_icao,IAD1981 ,VT-PNQ,A320,24475,407.8,194.92,1056,12.26033,77.319836,7,371,0.142,[],[],1495090,0.0,-11.9,False
06a105,adsb_icao,QTR15V  ,A7-ALQ,A359,40000,458.0,270.13,0,23.187809,77.33668,8,186,0.199,[],[],6209845,0.2,-9.1,False
8013f3,adsb_icao,IGO6336 ,VT-ISM,A20N,22150,371.2,147.77,-2048,13.624257,77.363892,8,186,0.054,[],[],2640442,0.0,-8.5,False
800d9f,adsb_icao,GOW205  ,VT-WJK,A20N,23725,365.4,2.67,1536,29.205012,77.389903,8,186,0.045,[],[],3363351,0.0,-6.5,False
800bfa,adsb_icao,AIC994  ,VT-EXV,A20N,15450,319.3,116.4,-1280,13.54321,77.454481,8,186,0.142,[],[],2434828,0.0,-6.3,False
a4eb80,adsb_icao,GTI8137 ,N416MC,B744,16150,330.2,298.19,-1408,28.692472,77.534234,8,186,0.034,[],[],4375170,0.0,-7.2,False
8013ac,adsb_icao,IGO6312 ,VT-IJU,A20N,4775,222.2,304.55,1472,13.224094,77.649488,8,186,0.816,[],[],2705985,0.0,-5.8,False
800d9c,adsb_icao,IGO6257 ,VT-IJH,A20N,9850,284.3,14.67,1792,13.34108,77.657101,8,186,0.142,[],[],2292187,0.0,-4.1,False
8014bc,other,IGO408  ,VT-IIR,A20N,,10.0,,,13.205264,77.707202,0,0,3.792,[],[],2769776,3.5,-7.7,False
4d0101,adsb_icao,CLX7306 ,LX-VCB,B748,35000,498.6,116.31,0,15.53801,77.726007,8,186,0.0,[],[],5882937,0.0,-25.4,False
80140b,adsb_icao,IGO2719 ,VT-ILD,A21N,23625,439.7,147.54,2112,27.916534,77.754131,8,186,0.283,[],[],3214951,0.2,-6.5,False
80057c,adsb_icao,AIC772  ,VT-EDD,A320,13225,352.8,67.51,1472,13.430088,77.788214,8,186,0.349,[],[],3113939,0.1,-3.5,False
151ec8,adsb_icao,SBI2502 ,RA-73416,A321,33975,,,,55.613983,77.87667,8,186,58.05,[],[],496253,29.0,-24.7,False
3c70c6,adsb_icao,GEC8472 ,D-ALFF,B77L,35000,484.1,114.92,0,14.346954,77.925647,8,186,0.0,[],[],5630245,0.0,-9.4,False
8008c2,adsb_icao,IGO368  ,VT-ITN,A20N,19675,389.6,60.47,1792,13.545822,78.082675,8,186,0.103,[],[],2505892,0.0,-3.3,False
80138c,adsb_icao,IAD1780 ,VT-KTM,A320,21850,361.0,47.69,1792,13.74939,78.213043,8,186,0.103,[],[],2081893,0.1,-3.6,False
8013a0,adsb_icao,IAD1621 ,VT-AMD,A320,30900,446.8,33.41,544,15.141208,78.230798,8,186,0.142,[],[],2141245,0.1,-12.9,False
80149e,other,IGO6247 ,VT-ILX,A21N,33975,440.0,5.5,60,17.843674,78.266023,0,0,3.792,[],[],3030429,3.5,-12.5,False
710103,other,SVA987  ,HZ-AK74,B77L,ground,,40.0,0,17.232502,78.420579,0,0,17.935,[],[],2476485,17.7,-19.6,False
800db1,other,IGO7124 ,VT-IYT,AT76,9050,180.0,170.0,700,16.890701,78.422241,0,0,3.792,[],[],1509737,3.5,-23.2,False
801405,other,IGO743  ,VT-ILC,A21N,ground,,260.0,0,17.234907,78.442322,0,0,3.792,[],[],2678557,3.5,-20.1,False
8007f7,other,GOW3125 ,VT-GOP,A320,ground,10.0,90.0,0,17.231148,78.452008,0,0,5.85,[],[],1960363,5.6,-27.4,False
89631d,adsb_icao,UAE9876 ,A6-EFM,B77L,35000,544.8,97.59,0,23.393198,78.452759,8,186,0.588,[],[],4516854,0.6,-26.3,False
4bb0e3,adsb_icao,THY264  ,TC-LGC,A359,37000,561.6,108.69,0,27.4742,78.598515,8,186,0.945,[],[],4640687,0.0,-16.5,False
06a12b,adsb_icao,QTR71N  ,A7-ANO,A35K,25275,478.0,302.53,1536,7.849457,78.599078,8,186,0.163,[],[],7140097,0.0,-13.2,False
8963af,adsb_icao,FDB448  ,A6-FEM,B738,32125,469.9,305.82,1024,14.377579,78.68806,8,186,0.103,[],[],1383598,0.0,-7.6,False
801444,adsb_icao,IAD548  ,VT-ATJ,A20N,33725,485.1,108.88,512,27.791779,78.828172,8,186,0.283,[],[],3738683,0.0,-18.3,False
706213,adsb_icao,JZR539  ,9K-CBC,A20N,33000,508.7,110.0,0,27.361954,79.09835,8,186,0.163,[],[],2691319,0.2,-17.8,False
801400,adsb_icao,IGO6309 ,VT-IUX,A21N,29975,425.4,336.45,0,15.640481,79.121769,8,186,0.383,[],[],3281523,0.4,-3.7,False
710059,other,SVA862  ,HZ-AK17,B77W,33000,530.0,100.0,0,20.885196,79.860768,0,0,9.693,[],[],1482986,9.5,-28.6,False
770593,other,ALK218  ,4R-ALS,A332,2575,270.0,129.2,,7.357209,79.917108,0,0,17.849,[],[],2089882,17.7,-24.5,False
8007ce,adsb_icao,IGO384  ,VT-IFR,A320,16350,346.3,341.3,2496,13.387958,79.976036,8,186,3.205,[],[],1885523,2.2,-2.1,False
800cfa,adsb_icao,IGO7193 ,VT-IYN,AT76,4250,170.7,211.83,704,12.877327,80.048555,10,25,7.605,[],[],1205005,4.3,-1.5,False
8013ad,adsb_icao,IGO987  ,VT-IUJ,A21N,3000,278.5,12.44,2688,13.026154,80.113268,8,186,0.709,[],[],2465031,0.4,-1.8,False
801421,other,IGO654  ,,,ground,10.0,,,12.98989,80.172995,0,0,3.769,[],[],3455364,3.5,-16.7,False
710415,adsb_icao,SVA828  ,HZ-AR23,B789,39000,488.8,117.14,-32,14.317429,80.20422,8,186,0.103,[],[],2746164,0.0,-4.5,False
7802fe,adsb_icao,CSS7069 ,B-2423,B744,9350,307.4,192.59,-1728,13.506821,80.445162,8,186,0.103,[],[],2772536,0.1,-2.5,False
800c12,adsb_icao,IGO2652 ,VT-ITV,A20N,18275,356.3,32.04,1344,13.412201,80.45738,8,186,0.709,[],[],2790744,0.1,-2.2,False
800fd0,adsb_icao,IGO251  ,VT-IUH,A21N,37000,522.7,114.41,0,26.928314,80.482368,8,186,0.283,[],[],3091548,0.0,-17.3,False
a80321,other,UPS3    ,N615UP,B748,32000,480.0,280.0,,18.475571,80.748335,0,0,5.758,[],[],5407678,5.5,-22.2,False
800b2b,adsb_icao,IGO641  ,VT-IAX,A320,34250,507.1,116.72,-2208,26.775238,80.852327,8,186,36.257,[],[],2048492,28.6,-24.6,False
155c38,adsb_icao,RWZ1053 ,RA-89144,SU95,35000,453.1,117.75,0,53.956325,80.976105,8,186,0.596,[],[],1003275,0.6,-7.1,False
461f56,adsc,AY41    ,OH-LWO,A359,41104,515.0,91.0,-16,43.496075,81.014214,0,0,109.194,[],[],4477831,43.3,-19.8,False
151dec,adsb_icao,SDM6542 ,RA-73196,E190,25000,387.4,300.74,1280,55.601578,81.24914,8,186,0.596,[],[],319606,0.6,-13.3,False
151fc8,adsb_icao,SBI2615 ,RA-73672,B738,34900,500.4,92.18,-672,56.303489,81.779222,8,186,0.144,[],[],2066882,0.1,-18.7,False
151d8c,other,AFL1441 ,RA-73100,B738,36000,350.0,285.5,,58.604798,81.8974,0,0,5.684,[],[],1502942,5.4,-24.8,False
151edf,adsb_icao,SBI2513 ,RA-73439,A21N,ground,77.0,80.73,-64,55.012527,82.651479,8,186,3.081,[],[],641638,3.1,-8.3,False
151edb,adsb_icao,SBI2513 ,,,ground,8.8,,,55.01001,82.663112,8,186,38.57,[],[],311702,38.6,-12.6,False
151e64,adsb_icao,NWS589  ,RA-73316,B738,35025,454.8,155.86,0,54.956863,82.694011,8,186,0.144,[],[],3822463,0.1,-7.3,False
800441,adsb_icao,AIC549  ,VT-PPH,A321,33000,,,,12.811295,82.974717,0,0,44.247,[],[],2519868,3.7,-18.7,False
151fc1,adsb_icao,SBI2626 ,RA-73665,B738,36000,392.5,282.66,0,54.286566,83.725309,8,186,0.184,[],[],2272809,0.1,-14.8,False
800c39,other,IGO6438 ,VT-ITY,A20N,38000,430.0,230.0,0,18.709205,84.043912,0,0,3.769,[],[],2577088,3.5,-20.7,False
780e99,adsb_icao,CHH7941 ,B-8118,A333,36000,396.6,298.96,0,56.309866,84.438171,8,186,0.184,[],[],3963858,0.1,-10.5,False
151d99,adsb_icao,AFL1481 ,RA-73113,B738,35975,360.5,295.29,0,57.155953,84.644608,8,186,0.144,[],[],1141410,0.1,-10.6,False
800be9,other,IAD510  ,VT-HYD,A320,38025,410.0,240.0,0,20.83429,84.779189,0,0,3.792,[],[],2096152,3.5,-21.5,False
80148e,other,IGO989  ,VT-IIJ,A20N,38000,430.0,220.0,0,18.483124,84.784388,0,0,3.769,[],[],2435990,3.5,-20.2,False
89642e,other,ABY526  ,A6-AOI,A320,35000,490.0,90.0,0,22.893219,85.175404,0,0,5.824,[],[],2222501,5.5,-29.2,False
151ffc,other,AFL1530 ,,,2150,160.0,210.0,0,56.466095,85.309439,0,0,5.758,[],[],164578,5.5,-26.4,False
781160,adsb_icao,CCA932  ,B-1430,B77W,35000,518.0,132.65,0,54.554474,85.527316,8,186,0.184,[],[],1866293,0.1,-8.9,False
151d92,adsb_icao,AFL2897 ,RA-73106,B738,35000,497.5,75.21,0,55.61554,86.631317,8,186,0.709,[],[],426475,0.1,-7.3,False
8004dc,other,AIC173  ,VT-ALH,B77L,33000,540.0,110.0,0,25.0303,86.934089,0,0,3.792,[],[],2907008,3.5,-26.3,False
8013d5,other,IGO127  ,VT-IUS,A21N,25250,470.0,50.0,-2110,22.280319,87.103305,0,0,5.758,[],[],2784197,5.5,-26.4,False
80149a,adsb_icao,IGO165  ,VT-IIK,A20N,36975,502.4,62.11,0,24.167404,88.077494,8,186,1.264,[],[],2729005,0.5,-16.7,False
155c34,adsb_icao,RWZ1638 ,RA-89140,SU95,38000,368.4,272.64,0,56.343018,88.392001,8,186,0.144,[],[],834935,0.1,-7.0,False
7bd022,adsb_icao,HYT9130 ,B-2859,B752,35000,495.2,46.64,0,22.478586,88.808543,8,186,0.765,[],[],1316956,0.8,-8.6,False
896488,adsc,EY460   ,A6-BLH,B789,35000,494.0,124.29,-16,-5.286999,89.233704,0,0,68.497,[],[],7400409,3.2,-27.2,False
06a30a,adsc,QR8993  ,A7-BFW,B77L,32004,490.0,284.06,-16,16.229382,89.276962,0,0,919.342,[],[],6589493,853.5,-20.7,False
151e88,adsb_icao,TUP6534 ,RA-73352,B752,30000,390.9,295.45,0,53.123337,89.396772,8,186,0.144,[],[],1038017,0.1,-21.9,False
88516c,adsb_icao,THA332  ,HS-TKL,B773,39000,510.3,123.81,0,21.909943,89.648487,8,186,0.765,[],[],3167856,0.5,-18.1,False
3c70c4,adsc,LH8385  ,D-ALFD,B77L,32096,,290.0,,43.815022,89.703197,0,0,1022.0,[],[],6685883,953.7,-17.7,False
394a03,adsc,AF166   ,F-GSQD,B77W,35000,499.0,109.0,0,17.632542,89.798641,0,0,318.357,[],[],2685692,253.6,-29.6,False
7c8069,other,QFA9    ,VH-ZNF,B789,38000,466.7,300.0,,21.681793,90.013633,0,0,5.758,[],[],4086779,5.5,-17.0,False
800b73,other,IGO447  ,VT-ITB,A20N,16100,420.0,50.0,-1660,25.611099,90.63975,0,0,3.792,[],[],2812420,3.5,-19.8,False
06a12a,adsc,QR82X   ,A7-ANN,A35K,36000,510.0,137.96,-80,-2.960129,91.25639,0,0,250.397,[],[],6472117,163.6,-25.2,False
3c4593,other,BOX597  ,D-AALS,B77L,32000,450.0,280.0,,23.667856,92.337238,0,0,3.769,[],[],7221894,3.5,-30.2,False
06a2c7,adsc,QR67P   ,A7-BEX,B77W,33004,,152.78,,-6.459618,93.23204,0,0,1584.595,[],[],7313797,1514.6,-25.0,False
06a141,other,QTR8361 ,A7-BFH,B77L,32000,450.0,270.0,0,22.123253,93.261414,0,0,3.792,[],[],6443308,3.5,-13.4,False
4243c3,adsc,,VQ-BVB,B748,33096,529.0,116.0,-80,37.725163,93.524723,0,0,600.385,[],[],3924663,534.0,-20.9,False
7816be,adsc,,B-308Q,A332,32096,459.0,315.0,16,41.215725,93.549614,0,0,444.991,[],[],3926118,383.7,-18.8,False
06a10d,adsc,QR844   ,A7-ALY,A359,40996,466.0,119.0,0,5.997162,95.513248,0,0,24.08,[],[],5721374,23.3,-8.6,False
758308,adsc,PR659   ,RP-C8782,A333,39000,518.0,70.0,0,23.010178,97.838402,0,0,791.106,[],[],2034759,724.3,-19.8,False
896535,adsb_icao,ETD402  ,A6-BLX,B789,36975,479.9,112.29,-96,14.674118,97.908878,8,186,1.606,[],[],5365240,0.0,-14.7,False
8832b9,adsb_icao,TLM506  ,HS-LUY,B738,10325,279.5,339.04,-1536,18.167337,99.067742,8,186,4.998,[],[],2236031,1.8,-10.6,False
880451,other,AIQ3602 ,HS-ABQ,A320,25275,420.0,20.0,1210,8.645356,99.08342,0,0,3.792,[],[],1748483,3.5,-17.2,False
702033,adsb_icao,BBC387  ,S2-AFL,B738,35950,467.0,332.45,0,12.261246,99.174578,8,186,0.817,[],[],353364,0.2,-20.7,False
88596f,adsb_icao,TVJ100  ,HS-VKO,A320,29575,437.7,347.33,-2432,16.986832,99.300312,8,186,0.199,[],[],1459718,0.2,-13.5,False
06a2af,adsc,QR8N    ,A7-BEK,B77W,33000,502.0,126.36,-32,-10.653477,99.552612,0,0,498.152,[],[],6304749,433.7,-27.3,False
885307,adsb_icao,THD100  ,HS-TXG,A320,36050,458.4,346.63,-192,15.996745,99.628192,8,186,0.202,[],[],1019603,0.2,-23.6,False
880c49,other,AIQ3070 ,HS-CBI,A320,30000,470.0,160.0,1150,17.129687,99.68798,0,0,3.821,[],[],2427289,3.6,-17.1,False
8a0650,adsb_icao,CTV882  ,PK-GTE,A20N,32475,424.7,337.72,-1696,1.617551,99.956028,8,186,27.413,[],[],478718,26.5,-25.5,False
885970,adsb_icao,TVJ300  ,HS-VPK,A320,25175,437.7,195.37,1056,12.356186,100.097951,8,186,0.202,[],[],1936177,0.2,-23.2,False
7801c0,adsb_icao,@@@@@@@@,B-LDF,A306,ground,0.0,132.19,,5.287496,100.272146,0,0,4.648,[],[],1095133,4.6,-2.6,False
750041,adsb_icao,FFM1424 ,9M-FYF,AT75,ground,12.2,5.62,,5.300903,100.278571,11,8,12.832,[],[],1496992,12.8,-15.5,False
750494,adsb_icao,AXM890  ,9M-RAJ,A20N,37975,456.0,359.75,0,11.276162,100.335147,8,186,1.217,[],[],2690680,0.2,-24.1,False
75002f,adsb_icao,FFM1668 ,9M-FYC,AT75,16050,260.0,345.94,-64,5.194625,100.469971,8,186,0.831,[],[],1212644,0.3,-17.1,False
880849,adsb_icao,AIQ4100 ,HS-BBI,A320,18350,373.1,325.37,2112,13.905945,100.498952,8,186,0.202,[],[],1744174,0.0,-6.3,False
76cdab,adsb_icao,SIA51   ,9V-SMK,A359,41000,472.1,123.42,64,3.341949,100.530535,8,186,0.56,[],[],5379999,0.1,-20.4,False
880842,adsb_icao,AIQ323  ,HS-BBB,A320,39000,445.9,176.4,,11.436162,100.553236,8,186,44.859,[],[],755678,20.8,-28.1,False
880c41,adsb_icao,CBA10943,HS-CBA,A320,ground,6.8,,,13.90868,100.599013,8,186,1.827,[],[],2111283,1.8,-21.4,False
885966,adsb_icao,TVJ130  ,HS-VKF,A320,20775,377.1,4.41,1792,14.165939,100.601614,8,186,0.202,[],[],1415777,0.0,-4.0,False
880c4b,adsb_icao,,HS-CBK,A20N,ground,2.2,,,13.914562,100.602363,8,186,17.254,[],[],1969675,17.3,-20.8,False
880453,adsb_icao,AIQ3199 ,HS-ABS,A320,ground,1.4,208.12,,13.916199,100.603156,0,0,0.202,[],[],1744128,0.2,-20.5,False
88044f,adsb_icao,AIQ3437 ,HS-ABO,A320,ground,12.8,28.12,,13.916233,100.604826,0,0,34.838,[],[],1469695,11.6,-20.1,False
881059,adsb_icao,NOK320  ,HS-DBY,B738,ground,2.2,,,13.918665,100.605276,8,186,1.217,[],[],2468955,0.8,-18.6,False
8832b6,adsb_icao,,HS-LUV,B738,ground,12.8,112.5,,13.922727,100.609938,8,186,13.833,[],[],1817773,13.8,-18.6,False
880850,adsb_icao,AIQ3148 ,HS-BBP,A320,ground,4.8,,,13.926626,100.610685,8,186,36.037,[],[],2014931,35.4,-21.5,False
8a082d,adsb_icao,LNI988  ,PK-LSO,B739,33000,473.5,129.0,32,2.047165,100.6181,8,186,1.072,[],[],502204,0.4,-18.3,False
750413,adsb_icao,AXM6329 ,9M-AGA,A20N,31000,398.0,145.75,0,4.80542,100.65888,8,186,20.456,[],[],2386082,3.8,-28.1,False
885968,adsb_icao,TVJ320  ,HS-VKH,A321,7175,298.4,182.88,2496,13.429436,100.698371,8,186,0.202,[],[],1990476,0.2,-16.5,False
43bea9,other,SBI5256 ,VP-BVJ,A20N,36000,380.0,290.0,-60,53.891058,100.842213,0,0,9.84,[],[],1626463,9.6,-25.7,False
7503b6,adsb_icao,MXD7400 ,9M-LMM,AT76,2075,169.1,219.24,192,3.076035,101.570093,8,186,1.902,[],[],583877,0.0,-32.6,False
750229,adsb_icao,FFM2902 ,9M-MLF,B738,37025,443.2,153.32,288,3.493466,101.771472,8,186,0.0,[],[],691264,0.0,-34.1,False
7502db,adsb_icao,MXD224  ,9M-LNP,B738,4350,207.5,326.0,-1568,2.527414,101.842693,8,186,21.621,[],[],2593848,21.1,-20.0,False
847517,other,NCA5254 ,JA17KZ,B748,34000,500.0,320.0,-60,6.845367,101.899093,0,0,3.792,[],[],3259258,3.5,-31.7,False
7502b2,adsb_icao,MAS2551 ,9M-MLR,B738,7250,230.1,227.64,-2144,2.519733,101.955161,8,186,0.103,[],[],1189071,0.1,-10.8,False
750493,adsb_icao,AXM5323 ,9M-RAI,A320,34025,473.1,280.6,-64,3.937621,101.996171,8,186,0.489,[],[],2572188,0.1,-22.8,False
8a07a0,adsb_icao,AWQ200  ,PK-AZM,A320,6400,256.1,198.43,-1248,2.687119,102.021836,7,371,2.826,[],[],481778,2.8,-20.1,False
76d255,adsb_icao,TGW575  ,9V-TRU,A320,35000,453.5,109.31,128,2.330172,102.057306,8,186,0.102,[],[],1643134,0.0,-16.2,False
8832aa,other,TLM117  ,HS-LUJ,B738,36000,475.0,352.0,0,6.33197,102.292258,0,0,5.801,[],[],1671302,5.5,-28.9,False
8a0752,adsb_icao,LNI3960 ,PK-LPV,B738,37000,456.1,134.56,64,-0.00563,102.473113,8,186,0.48,[],[],413476,0.1,-20.8,False
8a01f8,adsb_icao,LNI210  ,PK-LGP,B739,36000,474.7,316.79,-96,-1.330994,102.474184,8,186,10.309,[],[],28274,10.3,-33.9,False
a34454,adsb_icao,N3099   ,N3099,C680,20725,387.2,88.08,1600,3.35907,102.689069,8,186,0.0,[],[],123813,0.0,-16.9,False
750429,adsb_icao,MXD1901 ,9M-LGC,AT76,15000,273.9,108.96,0,1.943619,102.845904,8,186,0.102,[],[],1049776,0.0,-16.8,False
4d0105,adsb_icao,CLX7585 ,LX-VCE,B748,24850,475.3,71.98,1024,3.320892,102.853957,8,186,0.103,[],[],6597872,0.0,-19.7,False
8a08da,adsb_icao,SJV910  ,PK-SAM,A320,36000,476.3,324.14,0,-1.932816,102.957024,8,186,1.855,[],[],926789,0.8,-30.1,False
750220,adsb_icao,MAS2542 ,9M-MXV,B738,29300,475.3,77.48,2144,3.308281,103.085522,8,186,0.0,[],[],1646022,0.0,-18.3,False
76b869,adsb_icao,TGW676  ,9V-NCI,A21N,33750,478.0,338.27,1024,4.140701,103.122052,8,186,0.199,[],[],2224845,0.1,-18.0,False
8a063c,other,BTK6814 ,PK-LUY,A320,36000,460.0,306.4,,-3.792618,103.143559,0,0,3.792,[],[],161142,3.5,-25.9,False
781bb3,adsb_icao,CCA2547 ,B-324J,A20N,27600,403.4,243.5,0,28.250319,103.303205,8,186,1.111,[],[],496659,1.1,-15.4,False
75049d,adsb_icao,AXM6046 ,9M-RAK,A20N,6200,247.3,160.39,0,1.926145,103.566458,8,186,0.0,[],[],2978402,0.0,-10.6,False
750236,adsb_icao,FFM2850 ,9M-MLG,B738,37000,460.5,87.26,0,3.391388,103.581383,8,186,0.0,[],[],2049778,0.0,-17.2,False
861f66,adsb_icao,JAL8932 ,JA618J,B763,5200,239.9,339.0,0,1.977264,103.616064,8,186,0.102,[],[],2290939,0.0,-14.8,False
7502b0,adsb_icao,MAS2505 ,9M-MLP,B738,38000,448.3,267.83,-64,3.164575,103.784527,8,186,0.0,[],[],1115664,0.0,-20.3,False
8a03ab,adsb_icao,CTV923  ,PK-GLQ,A320,10675,324.2,100.3,-1472,0.782364,103.804833,8,186,0.0,[],[],798034,0.0,-8.4,False
7504a1,adsb_icao,AXM5746 ,9M-RAN,A320,27025,440.6,87.01,64,3.402786,103.806416,8,186,0.0,[],[],1913166,0.0,-13.5,False
780ddf,adsb_icao,CSC8667 ,B-1661,A320,5550,249.0,201.93,1728,30.467602,103.896936,8,186,0.283,[],[],179598,0.3,-8.1,False
76bcca,adsb_icao,TGW752  ,9V-OFJ,B788,15100,380.9,356.09,1664,1.896631,103.903056,8,186,0.0,[],[],4390437,0.0,-12.4,False
780dfc,adsb_icao,CCA693  ,B-5978,A333,8200,258.2,20.4,2432,30.610843,103.904297,8,186,0.0,[],[],3743590,0.0,-7.2,False
78197c,adsb_icao,CSC8771 ,B-30FR,A21N,2375,163.2,199.32,3008,30.556842,103.937531,8,186,0.283,[],[],929206,0.0,-6.4,False
781b2a,adsb_icao,UEA1933 ,B-650T,AJ27,27600,377.9,243.77,,28.534055,103.947197,8,186,0.528,[],[],305597,0.0,-18.8,False
~f1f2f3,adsb_other,,,,ground,,0.0,,30.569947,103.952431,6,556,2.193,[],[],134855,2.2,-19.7,False
76cd76,adsb_icao,SIA317  ,9V-SKV,A388,200,145.2,22.68,-320,1.351551,103.97854,8,186,3.803,[],[],4749579,3.4,-17.3,False
76cd15,adsb_icao,SIA706  ,9V-SHU,A359,6150,322.8,339.32,896,1.571324,103.981239,8,186,0.241,[],[],3077395,0.0,-6.3,False
76eb2e,other,UT4     ,,,ground,15.0,258.0,0,1.32018,103.98293,0,0,5.684,[],[],834,5.4,-23.8,False
76aa71,adsb_icao,JSA555  ,9V-JSQ,A320,26000,462.3,8.71,128,3.140042,103.984885,8,186,0.199,[],[],3001608,0.0,-27.1,False
80143a,adsb_icao,VTI115  ,VT-TVC,A21N,ground,12.2,38.6,0,1.369148,103.990763,0,0,26.214,[],[],3346579,16.4,-18.4,False
76b4e5,adsb_icao,SIA524  ,9V-MGE,B738,1575,196.2,23.43,2272,1.408768,104.002122,8,186,0.489,[],[],907701,0.2,-3.0,False
76ea90,adsb_icao_nt,R94     ,,,ground,,,,1.324981,104.003224,10,25,0.324,[],[],15217,0.3,-26.0,False
8a0849,adsb_icao,WON1221 ,PK-WJT,AT76,16475,256.7,4.24,0,-0.138912,104.018034,8,186,0.596,[],[],894699,0.2,-15.1,False
780800,adsb_icao,CCA6828 ,B-6828,A320,39100,384.6,197.87,0,31.853439,104.080518,8,186,0.0,[],[],17487,0.0,-10.2,False
8a08b8,adsb_icao,SJV881  ,PK-SJJ,A320,37000,450.6,140.76,0,-1.826617,104.120652,8,186,8.71,[],[],409751,1.9,-32.9,False
75010b,adsb_icao,AXM5134 ,9M-AFF,A320,28975,434.5,87.23,-32,3.419308,104.135758,7,371,0.0,[],[],1920738,0.0,-25.1,False
8a0209,other,LNI390  ,PK-LGU,B739,34000,470.0,331.2,,-3.690056,104.159909,0,0,3.792,[],[],572525,3.5,-33.7,False
8a03b1,other,CTV938  ,PK-GLW,A320,35975,440.0,324.1,,-3.612407,104.176673,0,0,3.792,[],[],281123,3.5,-26.4,False
8a02a3,adsb_icao,LNI246  ,PK-LHZ,B739,1750,148.7,222.27,-800,1.194298,104.18477,8,186,0.199,[],[],383476,0.0,-4.1,False
76bd48,adsb_icao,TGW280  ,9V-OJH,B789,16100,407.6,185.07,1408,1.017772,104.25566,8,186,0.045,[],[],2144492,0.0,-12.5,False
71c076,adsb_icao,KAL9575 ,HL8076,B77L,32100,470.0,327.87,0,29.204546,104.310285,8,186,12.428,[],[],4375761,6.0,-17.1,False
780e6b,adsb_icao,HXA4427 ,B-3380,CRJ9,32100,447.4,357.69,-128,33.524129,104.322472,8,186,1.111,[],[],50932,1.1,-19.9,False
4ba9f5,adsb_icao,THY6225 ,TC-JOU,A332,36100,496.3,8.34,0,29.682312,104.331827,8,186,1.378,[],[],5372009,0.3,-11.4,False
7803e4,adsb_icao,CSC6347 ,B-6323,A320,27600,424.4,357.57,64,31.842407,104.345892,8,186,0.0,[],[],102711,0.0,-8.4,False
781bb2,adsb_icao,CCA2501 ,B-324H,A20N,36100,447.3,357.95,0,33.00009,104.346855,8,186,0.283,[],[],323501,0.0,-12.8,False
8a0375,adsb_icao,CTV940  ,PK-GLL,A320,38000,439.7,349.25,-192,-1.330044,104.360741,8,186,0.596,[],[],677801,0.6,-22.9,False
7818dd,adsb_icao,CSC6685 ,B-30DZ,A20N,7475,308.7,203.08,3328,30.139847,104.376203,8,186,8.052,[],[],333668,8.1,-13.5,False
76cd0d,adsb_icao,SIA241  ,9V-SHM,A359,18775,420.7,169.04,704,0.788641,104.387591,8,186,0.045,[],[],3021782,0.0,-18.2,False
8a080e,other,BTK6886 ,PK-LZO,B738,36000,440.0,322.9,,-3.842608,104.535528,0,0,3.792,[],[],453569,3.5,-25.9,False
8a0228,adsb_icao,LNI393  ,PK-LGY,B739,35000,,,,-2.400284,104.585794,8,186,14.96,[],[],715459,12.9,-33.4,False
781024,adsb_icao,UEA2711 ,B-8610,A320,19050,422.2,91.63,1600,30.865723,104.62738,8,186,0.283,[],[],129784,0.0,-8.1,False
78119a,adsb_icao,CES2249 ,B-8565,A320,33100,393.1,198.39,64,31.078903,104.6514,8,186,0.0,[],[],42149,0.0,-7.8,False
7818db,adsb_icao,UEA2723 ,B-30DX,A320,22625,414.9,22.24,704,30.539432,104.747443,8,186,0.283,[],[],249700,0.0,-6.2,False
8a08d7,other,SJV856  ,PK-SAI,A320,35975,460.0,341.0,,-3.406586,104.836803,0,0,5.801,[],[],541271,5.5,-27.5,False
78136c,other,UEA2217 ,B-1071,A320,29775,450.0,150.0,890,29.231873,104.908711,0,0,3.792,[],[],126946,3.5,-18.2,False
8a0207,adsb_icao,LNI971  ,PK-LGS,B739,18825,334.0,326.98,-1728,0.623795,104.941313,8,186,0.199,[],[],668687,0.0,-17.1,False
8a0521,other,BTK7064 ,PK-LAZ,A320,37000,450.0,130.0,0,-2.997711,105.070542,0,0,3.769,[],[],283425,3.5,-25.3,False
750481,adsb_icao,AXM5413 ,9M-RAD,A320,30000,426.1,268.52,0,1.34848,105.176123,8,186,0.0,[],[],2119830,0.0,-18.3,False
8a08c5,other,SJV890  ,PK-SAA,A320,30350,440.0,320.0,830,-5.137207,105.266853,0,0,3.792,[],[],576427,3.5,-26.9,False
781689,adsb_icao,HXA4935 ,B-307X,A320,27775,521.5,52.01,1600,30.995597,105.329718,8,186,0.831,[],[],121971,0.0,-8.8,False
7504a0,adsb_icao,AXM5204 ,9M-RAM,A20N,36975,436.4,105.28,0,2.841751,105.385003,8,186,0.817,[],[],2113393,0.2,-11.1,False
888097,adsb_icao,VJC166  ,VN-A669,A320,,207.6,343.49,,21.164835,105.591482,0,0,53.964,[],[],1160153,9.9,-27.1,False
8a0441,adsb_icao,AWQ324  ,PK-AZI,A320,36025,444.9,308.34,-64,0.057266,105.679771,8,186,0.199,[],[],681577,0.0,-20.3,False
